date,B_fighter,R_fighter,Winner,B_current_lose_streak,B_current_win_streak,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,B_age,R_draw,B_draw,B_Stance_Open_Stance,B_Stance_Orthodox,R_current_lose_streak,R_current_win_streak,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_Stance_Southpaw,B_Stance_Switch,B_Stance_Switch ,R_Stance_Open_Stance
2019-12-07,Ricky Simon,Rob Font,0,1,0,3,1,10,0,0,0,3,0,2,0,3,167.64,175.26,135,27,0,0,0,1,0,1,2,3,18,0,0,0,1,4,1,0,6,172.72,181.61,135,32,0,0,0,0
2010-11-20,Tim Boetsch,Phil Davis,0,0,1,1,2,10,0,0,0,1,2,0,0,3,182.88,187.96,185,29,0,0,0,1,0,3,3,0,7,0,0,0,2,0,1,0,3,187.96,200.66,205,26,0,0,0,0
2019-11-02,Gregor Gillespie,Kevin Lee,0,0,6,6,0,11,0,0,0,1,3,2,0,6,170.18,180.34,155,23,0,0,0,1,2,0,5,2,40,1,0,1,3,2,4,0,10,175.26,195.58,170,27,0,0,0,0
2018-01-20,Shane Burgos,Calvin Kattar,0,0,3,3,0,9,0,0,0,2,1,0,0,3,180.34,190.5,145,26,0,0,0,1,0,1,1,0,3,0,0,0,1,0,0,0,1,180.34,182.88,145,29,0,0,0,0
2018-06-09,Yoel Romero,Robert Whittaker,0,0,1,8,1,30,2,0,1,1,7,0,0,9,182.88,185.42,185,41,0,0,0,0,0,8,8,2,30,2,0,0,5,5,0,0,10,182.88,185.42,185,27,1,0,0,0
2016-08-20,Lorenz Larkin,Neil Magny,1,0,1,2,5,22,0,0,1,1,2,0,0,4,180.34,182.88,170,29,0,0,0,1,0,3,7,3,39,0,0,1,5,4,1,0,11,190.5,203.2,170,29,0,0,0,0
2014-02-01,Gasan Umalatov,Neil Magny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,180.34,170,31,0,0,0,1,2,0,1,2,7,0,0,0,1,0,0,0,1,190.5,203.2,170,26,0,0,0,0
2021-01-23,Antonio Carlos Junior,Brad Tavares,0,2,0,5,4,29,0,0,0,2,0,5,0,7,187.96,200.66,185,30,0,0,0,1,2,0,5,6,49,0,0,2,8,2,0,0,12,185.42,187.96,185,33,0,0,0,0
2018-07-07,Max Griffin,Curtis Millender,0,0,1,1,2,10,0,0,0,1,1,0,0,2,180.34,193.04,170,32,0,0,0,1,0,1,1,0,2,0,0,0,0,1,0,0,1,187.96,193.04,170,30,0,0,0,0
2017-06-03,Marlon Moraes,Raphael Assuncao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,170.18,135,29,0,0,0,1,0,1,7,2,26,0,0,2,4,1,1,0,8,165.1,167.64,135,34,0,0,0,0
2020-10-17,Maxim Grishin,Gadzhimurad Antigulov,1,1,0,0,1,3,0,0,0,0,0,0,0,0,190.5,198.12,220,36,0,0,0,1,3,0,2,3,5,0,0,0,0,0,2,0,2,180.34,177.8,205,33,0,0,0,0
2012-01-28,Chris Weidman,Demian Maia,1,0,3,3,0,5,0,0,0,1,0,2,0,3,187.96,198.12,185,27,0,0,0,1,0,1,5,3,29,1,0,0,4,0,5,0,9,185.42,182.88,170,34,0,0,0,0
2019-06-22,Luis Pena,Matt Wiman,1,0,1,1,1,7,0,0,0,1,0,1,0,2,190.5,190.5,155,25,0,0,0,0,0,1,4,5,33,0,0,0,5,2,3,0,10,177.8,172.72,155,35,1,0,0,0
2019-08-17,Ian Heinisch,Derek Brunson,0,0,2,2,0,6,0,0,0,2,0,0,0,2,180.34,182.88,185,31,0,0,0,1,0,1,5,6,33,0,0,0,5,6,2,0,13,185.42,195.58,185,35,0,0,0,0
2014-07-26,Matt Brown,Robbie Lawler,0,0,7,7,5,37,0,0,0,2,9,1,0,12,182.88,190.5,170,33,0,0,0,1,0,1,3,4,28,1,0,1,2,5,0,0,8,180.34,187.96,170,32,0,0,0,0
2014-06-07,Bryan Caraway,Erik Perez,1,0,1,2,1,11,0,0,0,0,0,3,0,3,172.72,172.72,135,29,0,0,0,1,0,1,3,1,9,0,0,0,1,2,1,0,4,172.72,172.72,135,24,0,0,0,0
2019-03-16,Gunnar Nelson,Leon Edwards,0,0,1,4,3,23,0,0,0,1,0,7,0,8,180.34,182.88,170,30,0,0,0,0,0,6,6,2,30,0,0,0,5,2,1,0,8,182.88,187.96,170,27,0,1,0,0
2015-11-14,Holly Holm,Ronda Rousey,1,0,2,2,0,6,0,0,1,1,0,0,0,2,172.72,175.26,145,34,0,0,0,0,0,6,6,0,8,6,0,0,0,3,3,0,6,170.18,172.72,135,28,1,0,0,0
2013-06-15,Shawn Jordan,Pat Barry,1,0,1,1,1,7,0,0,0,0,2,0,0,2,182.88,190.5,260,28,0,0,0,0,0,1,1,5,17,0,0,0,1,4,0,0,5,180.34,187.96,235,33,1,0,0,0
2013-08-17,Michael Johnson,Joe Lauzon,1,2,0,3,4,19,1,0,0,2,2,0,0,4,177.8,185.42,145,27,0,0,0,0,1,0,3,5,25,0,0,0,0,2,7,0,9,177.8,180.34,155,29,1,0,0,0
2019-07-13,Aspen Ladd,Germaine De Randamie,0,0,3,3,0,6,0,0,0,1,2,0,0,3,167.64,167.64,135,24,0,0,0,1,0,4,4,2,22,1,0,1,3,3,0,0,7,175.26,180.34,135,35,0,0,0,0
2018-08-25,Warlley Alves,James Krause,0,0,2,4,2,20,1,0,0,2,0,3,1,6,180.34,182.88,170,27,0,0,0,1,0,4,4,3,21,0,0,0,3,1,2,0,6,187.96,185.42,170,32,0,0,0,0
2019-03-02,Hannah Cifers,Polyana Viana,1,1,0,0,1,2,0,0,0,0,0,0,0,0,154.94,160.02,115,26,0,0,0,1,1,0,1,1,4,0,0,0,0,0,1,0,1,165.1,170.18,115,26,0,0,0,0
2018-02-18,Curtis Millender,Thiago Alves,1,0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,193.04,170,30,0,0,0,1,0,1,7,8,53,1,0,0,5,7,1,1,14,175.26,177.8,170,34,0,0,0,0
2017-12-01,Rachael Ostovich,Karine Gevorgyan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,160.02,157.48,125,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,162.56,160.02,125,28,0,0,0,0
2020-05-13,Glover Teixeira,Anthony Smith,1,0,3,8,6,46,1,0,1,2,7,6,0,16,187.96,193.04,205,40,0,0,0,1,0,1,3,6,37,1,0,0,1,6,3,0,10,193.04,193.04,205,31,0,0,0,0
2011-08-27,Yushin Okami,Anderson Silva,0,0,3,4,2,34,0,0,1,5,3,0,1,10,187.96,190.5,170,30,0,0,0,0,0,13,13,0,30,9,0,0,2,8,3,0,13,187.96,195.58,185,36,1,0,0,0
2016-05-14,Vitor Belfort,Jacare Souza,0,0,1,3,7,31,6,0,0,0,11,2,1,14,182.88,187.96,185,39,0,0,0,0,1,0,5,1,12,0,0,0,1,1,3,0,5,185.42,182.88,185,36,1,0,0,0
2018-07-22,Bartosz Fabinski,Emil Meek,1,0,2,2,0,6,0,0,0,2,0,0,0,2,182.88,190.5,170,32,0,0,0,1,1,0,1,1,6,0,0,0,1,0,0,0,1,180.34,187.96,170,29,0,0,0,0
2015-05-16,Yui Chul Nam,Phillipe Nover,0,0,1,1,0,3,0,0,1,0,0,0,0,1,175.26,175.26,145,33,0,0,0,1,3,0,0,3,7,1,0,0,0,0,0,0,0,175.26,182.88,145,31,0,0,0,0
2020-07-25,Rogerio Nogueira,Mauricio Rua,0,1,0,7,8,57,0,0,3,4,8,4,0,19,187.96,190.5,205,44,1,0,0,0,0,1,8,11,76,4,0,1,3,21,1,0,26,185.42,193.04,205,38,1,0,0,0
2011-03-26,Christian Morecraft,Sean McCorkle,1,1,0,0,1,2,0,0,0,0,0,0,0,0,198.12,205.74,260,24,0,0,0,1,1,0,1,1,2,0,0,0,0,0,1,0,1,200.66,205.74,265,34,0,0,0,0
2019-12-21,Amanda Lemos,Miranda Granger,1,1,0,0,1,2,0,0,0,0,0,0,0,0,162.56,165.1,115,32,0,0,0,0,0,1,1,0,3,0,0,0,1,0,0,0,1,170.18,172.72,115,27,1,0,0,0
2011-09-17,Jason MacDonald,Alan Belcher,0,0,1,2,6,21,0,0,0,0,2,4,0,6,190.5,203.2,185,36,0,0,0,1,0,2,2,4,23,0,0,1,0,2,3,1,7,187.96,185.42,185,27,0,0,0,0
2018-07-14,Alexander Volkanovski,Darren Elkins,1,0,4,4,0,10,0,0,0,2,2,0,0,4,167.64,180.34,145,29,0,0,0,1,0,6,6,4,45,0,0,2,8,3,1,0,14,177.8,180.34,145,34,0,0,0,0
2015-02-22,Mike de la Torre,Tiago Trator,1,2,0,0,2,4,0,0,0,0,0,0,0,0,180.34,180.34,145,28,0,0,0,1,0,1,1,0,3,0,0,0,1,0,0,0,1,175.26,177.8,145,27,0,0,0,0
2016-06-18,Joe Soto,Chris Beal,1,3,0,0,3,9,1,0,0,0,0,0,0,0,167.64,165.1,135,29,0,0,0,1,2,0,2,2,11,0,0,0,1,1,0,0,2,170.18,175.26,125,30,0,0,0,0
2018-10-06,Tonya Evinger,Aspen Ladd,0,1,0,0,1,3,1,0,0,0,0,0,0,0,170.18,177.8,135,37,0,0,0,1,0,1,1,0,2,0,0,0,0,1,0,0,1,167.64,167.64,135,23,0,0,0,0
2021-01-20,Viviane Araujo,Roxanne Modafferi,1,0,1,2,1,12,0,0,0,2,1,0,0,3,162.56,172.72,125,34,0,0,0,1,0,1,1,7,32,1,0,1,2,1,0,0,4,170.18,175.26,125,38,0,0,0,0
2010-12-11,Sean McCorkle,Stefan Struve,0,0,1,1,0,1,0,0,0,0,0,1,0,1,200.66,205.74,265,34,0,0,0,1,0,1,3,2,10,0,1,0,0,1,2,0,4,210.82,213.36,265,22,0,0,0,0
2015-07-18,Leonardo Mafra,Stevie Ray,0,0,1,1,2,8,0,0,0,1,0,0,0,1,177.8,177.8,155,26,0,0,0,1,0,1,1,0,2,0,0,0,0,1,0,0,1,177.8,177.8,155,25,0,0,0,0
2012-11-17,Chad Griggs,Cyrille Diabate,0,1,0,0,1,1,0,0,0,0,0,0,0,0,185.42,185.42,205,34,0,0,0,1,0,1,1,2,11,0,1,0,1,1,0,0,3,198.12,205.74,205,39,0,0,0,0
2013-10-19,Andre Fili,Jeremy Larsen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,187.96,145,23,0,0,0,1,2,0,0,2,4,0,0,0,0,0,0,0,0,177.8,177.8,145,29,0,0,0,0
2019-01-19,Yancy Medeiros,Gregor Gillespie,0,1,0,3,6,21,0,0,1,0,2,3,0,6,177.8,190.5,155,31,0,0,0,1,0,5,5,0,9,0,0,0,1,2,2,0,5,170.18,180.34,155,32,0,0,0,0
2012-07-11,Dan Stittgen,Marcelo Guimaraes,0,1,0,0,1,1,0,0,0,0,0,0,0,0,185.42,180.0,170,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,185.42,185,29,0,0,0,0
2010-03-31,Stefan Struve,Roy Nelson,0,0,3,3,1,7,0,1,0,0,0,2,0,3,210.82,213.36,265,22,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,182.88,182.88,263,33,0,0,0,0
2014-12-20,Igor Pokrajac,Marcos Rogerio de Lima,0,4,0,3,7,24,0,0,0,1,2,1,0,4,182.88,193.04,205,35,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,185.42,190.5,253,29,0,0,0,0
2015-05-23,Colby Covington,Mike Pyle,1,0,2,2,0,4,0,0,0,0,1,1,0,2,180.34,182.88,170,27,0,0,0,1,1,0,4,5,27,0,0,1,2,4,2,0,9,182.88,187.96,170,39,0,0,0,0
2012-11-17,John Maguire,Matthew Riddle,0,1,0,2,1,8,0,0,0,1,0,1,0,2,175.26,175.26,155,29,0,0,0,0,1,0,3,4,29,0,0,1,3,1,0,0,6,185.42,187.96,170,26,1,0,0,0
2014-04-16,Vik Grujic,Nordine Taleb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,185.42,170,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,187.96,170,32,0,0,0,0
2021-06-05,Miguel Baeza,Santiago Ponzinibbio,0,0,4,4,0,9,0,0,0,1,2,1,0,4,187.96,187.96,170,28,0,0,0,1,1,0,7,3,26,0,0,0,4,5,0,0,9,182.88,185.42,170,34,0,0,0,0
2016-07-23,Gilbert Melendez,Edson Barboza,0,2,0,1,3,13,2,0,0,1,0,0,0,1,175.26,185.42,145,34,0,0,0,1,0,1,4,4,35,0,1,1,4,5,0,0,11,180.34,190.5,155,30,0,0,0,0
2017-06-25,Kevin Lee,Michael Chiesa,1,0,4,4,2,22,0,0,1,3,1,3,0,8,175.26,195.58,170,24,0,0,0,1,0,3,3,2,19,1,0,0,2,0,5,0,7,185.42,190.5,170,29,0,0,0,0
2010-08-01,Yushin Okami,Mark Munoz,1,0,1,4,2,28,0,0,0,4,3,0,1,8,187.96,190.5,170,29,0,0,0,0,0,3,3,1,7,0,0,1,0,2,0,0,3,182.88,182.88,185,32,1,0,0,0
2015-12-10,Johnny Eduardo,Aljamain Sterling,0,0,2,2,1,7,0,0,0,1,1,0,0,2,170.18,180.34,135,37,0,0,0,1,0,3,3,0,9,0,0,0,1,1,1,0,3,170.18,180.34,135,26,0,0,0,0
2013-08-31,Gleison Tibau,Jamie Varner,1,0,1,3,7,47,0,0,2,5,1,4,0,12,177.8,180.34,155,29,0,0,0,0,0,1,2,2,11,0,0,1,0,1,1,0,3,172.72,182.88,155,28,1,0,0,0
2014-03-15,Sean Strickland,Bubba McDaniel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,193.04,170,23,0,0,0,1,1,0,1,1,6,0,0,0,0,0,1,0,1,190.5,190.5,185,30,0,0,0,0
2019-04-13,Andre Soukhamthath,Montel Jackson,0,0,1,1,3,14,0,0,0,1,1,0,0,2,175.26,177.8,135,30,0,0,0,1,0,1,1,1,4,0,0,0,0,0,1,0,1,177.8,190.5,135,26,0,0,0,0
2020-09-12,Roque Martinez,Alexandr Romanov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,177.8,250,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,190.5,262,29,0,0,0,0
2012-09-22,Charlie Brenneman,Kyle Noke,0,1,0,2,3,16,0,0,0,4,0,0,0,4,177.8,182.88,155,31,0,0,0,1,2,0,3,2,9,0,0,0,0,1,2,0,3,185.42,193.04,170,32,0,0,0,0
2018-03-03,Adam Milstead,Jordan Johnson,0,1,0,1,1,4,0,0,0,0,1,0,0,1,190.5,193.04,205,30,0,0,0,1,0,2,2,0,6,0,0,0,2,0,0,0,2,187.96,200.66,205,29,0,0,0,0
2011-03-19,Eddie Wineland,Urijah Faber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,175.26,135,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,170.18,135,31,0,0,0,0
2018-09-15,Nikita Krylov,Jan Blachowicz,0,1,0,5,3,13,0,0,0,0,3,3,0,6,190.5,195.58,205,26,0,0,0,1,0,3,3,4,24,0,0,0,3,1,1,0,5,187.96,198.12,205,35,0,0,0,0
2016-12-03,Jared Cannonier,Ion Cutelaba,1,0,1,1,1,2,0,0,0,0,1,0,0,1,180.34,195.58,185,32,0,0,0,0,0,1,1,1,6,0,0,0,1,0,0,0,1,185.42,190.5,205,22,0,1,0,0
2012-12-14,Cody Donovan,Nick Penner,1,0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,187.96,205,31,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,193.04,195.58,205,32,0,0,0,0
2021-09-25,Jalin Turner,Uros Medic,1,0,2,2,2,10,0,0,0,0,3,1,0,4,190.5,195.58,155,26,0,0,0,0,0,2,2,0,2,0,0,0,0,2,0,0,2,185.42,180.34,155,28,1,0,0,0
2015-06-13,Fabricio Werdum,Cain Velasquez,1,0,5,5,2,20,1,0,0,2,4,1,0,7,193.04,195.58,231,37,0,0,0,1,0,4,7,1,24,5,0,0,2,9,0,0,11,185.42,195.58,240,32,0,0,0,0
2017-12-16,Galore Bofando,Chad Laprise,0,0,1,1,0,1,0,0,0,0,1,0,0,1,180.34,182.88,170,35,0,0,0,0,0,2,3,2,17,1,0,1,2,2,0,0,5,177.8,180.34,170,31,0,1,0,0
2019-07-13,Mirsad Bektic,Josh Emmett,0,0,2,4,1,16,0,1,1,1,2,1,0,6,172.72,177.8,145,28,0,0,0,1,0,1,2,2,18,0,0,1,2,2,0,0,5,167.64,177.8,145,34,0,0,0,0
2010-11-13,Nick Osipczak,Duane Ludwig,0,2,0,2,2,10,0,0,0,0,1,1,0,2,187.96,193.04,170,25,0,0,0,1,2,0,2,2,6,0,0,0,1,1,0,0,2,177.8,177.8,170,32,0,0,0,0
2015-05-09,Robert Whittaker,Brad Tavares,1,0,2,2,2,15,1,0,0,2,2,0,0,4,182.88,185.42,185,24,0,0,0,1,0,1,5,3,30,0,0,1,6,1,0,0,8,185.42,187.96,185,27,0,0,0,0
2011-07-02,Chris Leben,Wanderlei Silva,1,1,0,5,6,36,0,0,1,2,6,2,0,11,180.34,187.96,185,30,0,0,0,0,0,1,1,5,18,1,0,0,1,2,0,0,3,180.34,187.96,205,34,1,0,0,0
2015-02-28,Valmir Lazaro,James Krause,1,1,0,0,1,3,0,0,0,0,0,0,0,0,182.88,185.42,155,29,0,0,0,1,1,0,1,2,8,0,0,0,0,1,1,0,2,187.96,185.42,170,28,0,0,0,0
2020-03-07,Saparbeg Safarov,Rodolfo Vieira,0,0,1,1,2,6,0,0,0,1,0,0,0,1,185.42,198.12,205,33,0,0,0,1,0,1,1,0,2,0,0,0,0,0,1,0,1,182.88,185.42,185,30,0,0,0,0
2011-08-06,Rani Yahya,Chad Mendes,0,0,1,1,0,3,0,0,0,1,0,0,0,1,167.64,170.18,135,26,0,0,0,1,0,1,1,0,3,0,0,0,1,0,0,0,1,167.64,167.64,145,26,0,0,0,0
2014-06-07,Danny Martinez,Scott Jorgensen,0,1,0,0,1,3,0,0,0,0,0,0,0,0,167.64,170.18,125,28,0,0,0,1,3,0,2,5,18,0,0,0,1,1,1,0,3,165.1,167.64,135,31,0,0,0,0
2014-11-07,Marcus Brimage,Jumabieke Tuerxun,1,2,0,3,2,13,0,0,1,2,0,0,0,3,162.56,180.34,135,29,0,0,0,0,2,0,0,2,6,0,0,0,0,0,0,0,0,170.18,170.18,135,28,1,0,0,0
2013-10-19,KJ Noons,George Sotiropoulos,1,1,0,0,1,3,0,0,0,0,0,0,0,0,177.8,182.88,155,30,0,0,0,1,3,0,7,3,22,0,0,0,2,1,4,0,7,177.8,180.34,155,36,0,0,0,0
2010-03-27,Shane Carwin,Frank Mir,1,0,3,3,0,3,0,0,0,0,3,0,0,3,187.96,203.2,265,35,0,0,0,1,0,1,4,4,20,3,0,0,1,2,7,0,11,190.5,200.66,264,30,0,0,0,0
2017-10-21,Andre Fili,Artem Lobov,1,1,0,1,4,18,0,0,0,2,2,0,0,4,180.34,187.96,145,27,0,0,0,1,1,0,2,3,17,1,0,0,2,0,0,0,2,175.26,165.1,145,31,0,0,0,0
2020-09-26,Ludovit Klein,Shane Young,1,0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,172.72,155,25,0,0,0,0,0,2,2,1,8,0,0,0,1,1,0,0,2,172.72,182.88,145,27,1,0,0,0
2015-08-23,Nikita Krylov,Marcos Rogerio de Lima,1,0,2,2,2,7,0,0,0,0,2,1,0,3,190.5,195.58,205,23,0,0,0,1,0,2,2,0,2,0,0,0,0,2,0,0,2,185.42,190.5,253,30,0,0,0,0
2018-09-08,Karolina Kowalkiewicz,Jessica Andrade,0,0,2,3,2,21,1,0,2,3,0,0,0,5,160.02,162.56,115,32,0,0,0,1,0,2,3,4,32,1,0,1,5,1,2,0,9,154.94,157.48,115,26,0,0,0,0
2017-07-07,Nick Roehrick,Jared Cannonier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,190.5,205,30,0,0,0,1,1,0,2,2,8,0,0,0,1,1,0,0,2,180.34,195.58,185,33,0,0,0,0
2012-01-20,Eric Schafer,Jorge Rivera,0,3,0,2,5,15,0,0,0,0,1,2,0,3,190.5,190.5,185,34,0,0,0,1,2,0,3,7,28,0,0,1,2,4,0,0,7,185.42,185.42,185,39,0,0,0,0
2015-12-12,Marcio Alexandre Junior,Court McGee,0,2,0,0,2,6,1,0,0,0,0,0,0,0,182.88,190.5,185,26,0,0,0,0,1,0,3,3,23,1,0,1,2,0,2,0,5,180.34,190.5,170,30,1,0,0,0
2016-08-27,Thibault Gouti,Chad Laprise,0,2,0,0,2,4,0,0,0,0,0,0,0,0,177.8,182.88,155,29,0,0,0,1,2,0,3,2,13,1,0,1,2,0,0,0,3,177.8,180.34,170,30,0,0,0,0
2014-03-01,John Hathaway,Dong Hyun Kim,0,0,3,4,1,22,0,0,1,5,1,0,0,7,185.42,190.5,170,26,0,0,0,1,0,3,3,3,31,0,0,1,6,2,0,0,9,187.96,193.04,170,32,0,0,0,0
2011-01-01,Marcus Davis,Jeremy Stephens,0,1,0,6,5,28,0,0,1,1,3,4,0,9,177.8,177.8,170,37,0,0,0,0,1,0,2,5,25,0,0,1,1,2,0,1,5,172.72,180.34,145,24,1,0,0,0
2021-08-07,Jessica Penne,Karolina Kowalkiewicz,1,0,1,2,4,24,1,0,2,0,1,2,0,5,165.1,170.18,115,38,0,0,0,1,4,0,3,6,31,1,0,2,3,0,0,0,5,160.02,162.56,115,35,0,0,0,0
2010-10-23,Gilbert Yvel,Jon Madsen,0,2,0,0,2,4,0,0,0,0,0,0,0,0,187.96,195.58,225,34,0,0,0,1,0,3,3,0,9,0,0,1,2,0,0,0,3,182.88,182.88,240,30,0,0,0,0
2016-07-13,Cristina Stanciu,Cortney Casey,0,1,0,0,1,3,0,0,0,0,0,0,0,0,160.02,162.56,115,22,0,0,0,1,2,0,0,2,6,0,0,0,0,0,0,0,0,170.18,170.18,115,29,0,0,0,0
2020-12-05,Jake Collier,Gian Villante,1,1,0,1,4,15,0,0,1,1,1,0,0,3,190.5,198.12,230,32,0,0,0,1,2,0,3,11,52,0,0,3,2,5,0,0,10,190.5,193.04,230,35,0,0,0,0
2019-09-14,Jordan Griffin,Chas Skelly,0,1,0,0,1,3,0,0,0,0,0,0,0,0,177.8,185.42,145,29,0,0,0,0,2,0,4,4,22,0,0,0,1,1,4,0,6,180.34,182.88,145,34,1,0,0,0
2016-01-30,Bryan Barberena,Sage Northcutt,1,1,0,1,1,6,0,0,0,0,1,0,0,1,182.88,182.88,170,26,0,0,0,0,0,2,2,0,3,0,0,0,0,1,1,0,2,182.88,180.34,170,19,1,0,0,0
2012-02-15,Justin Salas,Anton Kuivanen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,177.8,155,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,182.88,155,27,1,0,0,0
2020-08-08,Ali Qaisi,Irwin Rivera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,172.72,135,29,0,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,167.64,167.64,135,31,0,0,0,0
2012-12-15,John Cofer,Mike Rio,0,1,0,0,1,3,0,0,0,0,0,0,0,0,175.26,185.42,155,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,180.34,155,31,1,0,0,0
2012-12-15,Matt Mitrione,Roy Nelson,0,1,0,5,1,13,0,0,0,1,4,0,0,5,190.5,200.66,265,34,0,0,0,0,0,1,2,3,15,1,0,0,0,4,0,0,4,182.88,182.88,263,36,0,1,0,0
2020-02-22,Zubaira Tukhugov,Kevin Aguilar,1,0,0,3,1,13,0,0,1,1,1,0,0,3,172.72,172.72,145,29,0,1,0,1,1,0,2,1,9,0,0,0,2,0,0,0,2,170.18,185.42,145,31,0,0,0,0
2015-11-14,Anton Zafir,James Moontasri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,182.88,170,28,0,0,0,1,1,0,1,2,6,0,0,0,0,0,1,0,1,177.8,180.34,170,27,0,0,0,0
2013-11-09,Brandon Thatch,Paulo Thiago,1,0,1,1,0,1,0,0,0,0,1,0,0,1,187.96,187.96,170,28,0,0,0,0,0,1,2,5,25,0,0,0,3,1,1,0,5,180.34,185.42,170,32,0,1,0,0
2011-03-03,Dongi Yang,Rob Kimmons,1,1,0,0,1,3,0,0,0,0,0,0,0,0,177.8,180.34,185,26,0,0,0,0,1,0,1,3,11,0,0,0,1,0,2,0,3,177.8,185.42,185,30,1,0,0,0
2018-11-10,Thiago Moises,Beneil Dariush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,177.8,155,23,0,0,0,1,3,0,5,5,27,0,0,1,3,1,3,0,8,177.8,182.88,155,29,0,0,0,0
2015-08-23,Francisco Trinaldo,Chad Laprise,1,0,3,3,3,24,0,0,1,3,1,2,0,7,175.26,177.8,155,36,0,0,0,0,0,3,3,0,9,1,0,1,2,0,0,0,3,177.8,180.34,170,29,1,0,0,0
2012-11-17,Azamat Gashimov,Ivan Menjivar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,167.64,125,22,0,0,0,1,1,0,3,2,11,0,0,0,1,1,1,0,3,167.64,162.56,145,30,0,0,0,0
2016-12-03,Ryan Hall,Gray Maynard,1,0,1,1,0,3,1,0,0,1,0,0,0,1,177.8,180.34,155,31,0,0,0,0,0,1,8,7,48,2,0,3,6,1,0,0,10,175.26,177.8,155,37,1,0,0,0
2017-12-30,Marc Diakiese,Dan Hooker,0,0,3,3,0,6,0,0,0,1,2,0,0,3,177.8,185.42,155,24,0,0,0,1,0,1,1,3,15,0,0,0,0,3,1,0,4,182.88,190.5,155,27,0,0,0,0
2020-12-12,Jacare Souza,Kevin Holland,0,3,0,8,8,3,0,0,0,0,0,0,0,19,185.42,182.88,185,41,0,0,0,1,0,5,5,2,0,0,0,0,0,0,0,0,9,190.5,205.74,185,28,0,0,0,0
2017-04-22,Mike Perry,Jake Ellenberger,1,1,0,2,1,7,0,0,0,0,2,0,0,2,177.8,180.34,170,25,0,0,0,1,1,0,6,8,37,0,0,1,2,5,1,1,10,175.26,180.34,170,32,0,0,0,0
2014-12-06,Anthony Hamilton,Todd Duffee,0,0,1,1,1,3,0,0,0,0,1,0,0,1,195.58,193.04,260,34,0,0,0,1,0,1,1,1,5,0,0,0,0,2,0,0,2,190.5,200.66,260,28,0,0,0,0
2016-07-09,Raphael Assuncao,TJ Dillashaw,0,0,7,7,1,20,0,0,1,4,1,1,0,7,165.1,167.64,135,33,0,0,0,1,1,0,4,3,33,5,0,0,2,5,1,0,8,167.64,170.18,125,30,0,0,0,0
2021-06-05,Tabatha Ricci,Manon Fiorot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.94,154.94,125,26,0,0,0,1,0,1,1,0,2,0,0,0,0,1,0,0,1,170.18,165.1,125,31,0,0,0,0
2011-08-27,Edson Barboza,Ross Pearson,1,0,2,2,0,6,0,0,0,1,1,0,0,2,180.34,190.5,155,25,0,0,0,1,0,1,3,1,13,1,0,0,3,0,0,1,4,172.72,175.26,155,26,0,0,0,0
